,Mean Error (kcal/mol),Experimental Val (kcal/mol),Predicted Val (kcal/mol),MAE,STD
0,17.236921167973374,-13.623326959847036,-30.86024812782041,129.4928337732557,1059.940064865083
1,278.14790848645305,-7.098470363288718,-285.2463788497418,129.4928337732557,1059.940064865083
2,11.833477621431816,-10.826959847036328,1.006517774395488,129.4928337732557,1059.940064865083
3,67.43144932841014,0.0,67.43144932841014,129.4928337732557,1059.940064865083
4,12.797044262464066,-10.826959847036328,1.9700844154277388,129.4928337732557,1059.940064865083
5,52.27167915356383,-11.68738049713193,-63.959059650695764,129.4928337732557,1059.940064865083
6,279.0544904899083,-5.019120458891013,274.0353700310173,129.4928337732557,1059.940064865083
7,49.11040390187847,-3.8240917782026767,-52.93449568008115,129.4928337732557,1059.940064865083
8,47.85168357684519,-2.62906309751434,45.22262047933085,129.4928337732557,1059.940064865083
9,41.91966625636102,-15.535372848948374,26.38429340741265,129.4928337732557,1059.940064865083
10,43.382265234775666,-1.6491395793499044,-45.03140481412557,129.4928337732557,1059.940064865083
11,2.5645963471496787,-17.68642447418738,-15.121828127037702,129.4928337732557,1059.940064865083
12,69.20636909524055,-9.727533460803059,59.47883563443748,129.4928337732557,1059.940064865083
13,402.7801440899747,-10.755258126195029,392.0248859637797,129.4928337732557,1059.940064865083
14,99.54931102295932,-14.818355640535373,84.73095538242394,129.4928337732557,1059.940064865083
15,64.27036459016286,-8.126195028680687,-72.39655961884354,129.4928337732557,1059.940064865083
16,24.216554355401986,-13.1453154875717,-37.36186984297368,129.4928337732557,1059.940064865083
17,50.59853401079984,-14.340344168260037,36.2581898425398,129.4928337732557,1059.940064865083
18,9.897698981899154,-13.1453154875717,-3.247616505672547,129.4928337732557,1059.940064865083
19,13.878703253538605,-13.623326959847036,0.25537629369157044,129.4928337732557,1059.940064865083
20,38.80241116566295,-12.906309751434033,25.896101414228923,129.4928337732557,1059.940064865083
21,48.8680980670252,-13.862332695984703,-62.730430763009906,129.4928337732557,1059.940064865083
22,4.894010753344419,-14.10133843212237,-9.207327678777952,129.4928337732557,1059.940064865083
23,22.8684475800471,-13.1453154875717,-36.013763067618804,129.4928337732557,1059.940064865083
24,1.5701076349580816,-9.560229445506693,-11.130337080464773,129.4928337732557,1059.940064865083
25,4.615586863123598,-17.925430210325047,-13.309843347201449,129.4928337732557,1059.940064865083
26,740.0787252120047,-9.369024856596559,730.7097003554081,129.4928337732557,1059.940064865083
27,36.9786342872473,-6.548757170172084,-43.52739145741939,129.4928337732557,1059.940064865083
28,0.8837294374531355,-25.799999999999997,-26.683729437453135,129.4928337732557,1059.940064865083
29,1.314762584936798,-27.849999999999998,-26.5352374150632,129.4928337732557,1059.940064865083
30,1.4685489618384777,-27.9,-26.43145103816152,129.4928337732557,1059.940064865083
