,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State,Canonical_Monomer_SMILES,Polymerization
2,0.9075584272525915,-9.727533460803059,-8.819975033550469,6.785258488978577,5.310895638223153,2016,Aliphatic Polyester Block Polymer Design,ls,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
11,5.0098707849720965,-18.044933078393882,-13.035062293421785,6.785258488978577,5.310895638223153,1999,PHB,ls,C[Si](C)(C)C1CC2C=CC1C2,ROMP
14,8.67961828546848,-4.326003824091778,-13.00562210956026,6.785258488978577,5.310895638223153,1999,PHB,ls,C[Si]1(C)C[Si](C)(C)C1,cationic
15,3.0177620272393484,-17.017208413001914,-13.999446385762564,6.785258488978577,5.310895638223153,1999,PHB,ls,C[Si]1(C)CCC1,cationic
16,2.6052818337773687,-4.995219885277246,-7.6005017190546145,6.785258488978577,5.310895638223153,1999,PHB,ls,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,cationic
17,8.745117992326824,-0.7241873804971318,-9.469305372823955,6.785258488978577,5.310895638223153,1999,PHB,ls,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,cationic
18,0.18064415907955114,-13.718929254302102,-13.899573413381653,6.785258488978577,5.310895638223153,1999,PHB,ls,C[Si]1(c2ccccc2)CCC1,cationic
19,4.030081993040983,-23.064053537284895,-19.03397154424391,6.785258488978577,5.310895638223153,1999,PHB,ls,C/C=C/C,vinyl
22,12.716152634091477,-31.070745697896747,-18.35459306380527,6.785258488978577,5.310895638223153,1999,PHB,ls,C/C=C/C(C)C,vinyl
23,7.563074317317889,-26.2906309751434,-18.727556657825513,6.785258488978577,5.310895638223153,1999,PHB,ls,C/C=C/CC,vinyl
25,5.1287263487119805,-24.25908221797323,-19.13035586926125,6.785258488978577,5.310895638223153,1999,PHB,ls,C/C=C\C,vinyl
28,13.714130666376267,-32.026768642447415,-18.31263797607115,6.785258488978577,5.310895638223153,1999,PHB,ls,C/C=C\C(C)C,vinyl
29,8.878687480242936,-27.60516252390057,-18.726475043657636,6.785258488978577,5.310895638223153,1999,PHB,ls,C/C=C\CC,vinyl
31,6.65227434300131,-14.10133843212237,-20.75361277512368,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C,vinyl
34,11.656778352848303,-27.1104206500956,-15.453642297247299,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C(C)C(=O)OC,vinyl
36,10.657635749425847,-20.31548757170172,-9.657851822275873,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C(C)C(=O)Oc1ccccc1C(=O)O,vinyl
37,15.099245540323135,-30.11472275334608,-15.015477213022944,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C(C)C(=O)OCC,vinyl
45,8.27461208953026,-26.1453154875717,-17.87070339804144,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C(C)c1ccccc1,vinyl
49,10.092041838534765,-25.095602294455066,-15.0035604559203,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C(CC)C(=O)OC,vinyl
50,5.238845790145095,-23.54206500956023,-18.303219219415134,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C(Cl)Cl,vinyl
53,8.417608982542179,-26.17112810707457,-17.753519124532392,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C[Si](C)(C)C,vinyl
54,14.39828915188425,-30.47323135755258,-16.074942205668332,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C[Si](C)(C)c1ccccc1,vinyl
55,6.756277578463663,-22.801147227533463,-16.0448696490698,6.785258488978577,5.310895638223153,1999,PHB,ls,C=C[Si](C)(C)Cc1ccccc1,vinyl
60,7.6646447412505285,-27.366156787762904,-19.701512046512377,6.785258488978577,5.310895638223153,1999,PHB,ls,C=CC,vinyl
61,5.4581877967935615,-24.1395793499044,-18.681391553110835,6.785258488978577,5.310895638223153,1999,PHB,ls,C=CC(=C)C,misc
62,8.332745932064563,-23.8217017208413,-15.488955788776737,6.785258488978577,5.310895638223153,1999,PHB,ls,C=CC(=O)OCC,vinyl
63,7.636171810685822,-26.051625239005734,-18.415453428319914,6.785258488978577,5.310895638223153,1999,PHB,ls,C=CC#N,vinyl
64,1.9465675365225317,-20.673996175908222,-18.72742863938569,6.785258488978577,5.310895638223153,1999,PHB,ls,C=CC=C,misc
65,5.856856606783783,-5.473231357552581,-11.330087964336364,6.785258488978577,5.310895638223153,2022,Tunable and recyclable polyesters from CO2 and butadiene,ls,C=CC1CCC(=CC)C(=O)O1,ROP
66,6.965860099803081,-25.191204588910136,-18.225344489107055,6.785258488978577,5.310895638223153,1999,PHB,ls,C=Cc1ccccc1,vinyl
68,6.4657552884747505,-22.22753346080306,-15.761778172328308,6.785258488978577,5.310895638223153,1999,PHB,ls,C=CC1CCCCC1,vinyl
