,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State,Canonical_Monomer_SMILES,Polymerization
1,0.43516274463840177,-10.468451242829827,-10.903613987468228,6.979879338052536,7.365036693872634,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
2,7.664234504451891,-9.727533460803059,-2.063298956351169,6.979879338052536,7.365036693872634,2016,Aliphatic Polyester Block Polymer Design,ls,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
3,0.09511423977716767,-8.126195028680687,-8.03108078890352,6.979879338052536,7.365036693872634,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
4,7.013826653940847,-5.25812619502868,-12.271952848969528,6.979879338052536,7.365036693872634,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
5,0.5282761498506872,-10.277246653919693,-9.748970504069007,6.979879338052536,7.365036693872634,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
6,3.703109217021716,-5.975143403441682,-9.678252620463399,6.979879338052536,7.365036693872634,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
7,3.719325645899618,-10.994263862332696,-7.274938216433078,6.979879338052536,7.365036693872634,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
8,3.6738398443685956,-9.79923518164436,-6.125395337275764,6.979879338052536,7.365036693872634,1999,PHB,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
9,3.6152602004428314,-5.975143403441682,-9.590403603884514,6.979879338052536,7.365036693872634,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
10,3.818793060653666,-9.823135755258127,-6.0043426946044605,6.979879338052536,7.365036693872634,1990,Thermodynamics of L-lactide polymerization. Equilibrium monomer concentration,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
11,2.959886971373492,-18.044933078393882,-21.00482004976737,6.979879338052536,7.365036693872634,1999,PHB,ls,C[Si](C)(C)C1CC2C=CC1C2,ROMP
12,0.24603119285617342,-11.938336520076483,-12.184367712932655,6.979879338052536,7.365036693872634,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss,C[Si](C)(C)OC1C=CCC1,ROMP
13,1.8174980752113203,1.4340344168260037,3.2515324920373243,6.979879338052536,7.365036693872634,1999,PHB,ss,C[Si](C)(C)OP1(=O)OCCCO1,cationic
14,2.3693633220512424,-4.326003824091778,-6.69536714614302,6.979879338052536,7.365036693872634,1999,PHB,ls,C[Si]1(C)C[Si](C)(C)C1,cationic
15,3.647283070726828,-17.017208413001914,-20.66449148372874,6.979879338052536,7.365036693872634,1999,PHB,ls,C[Si]1(C)CCC1,cationic
16,13.772202704006181,-4.995219885277246,8.776982818728936,6.979879338052536,7.365036693872634,1999,PHB,ls,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,cationic
17,0.13390924618699412,-0.7241873804971318,-0.5902781343101378,6.979879338052536,7.365036693872634,1999,PHB,ls,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,cationic
18,5.151438978191577,-13.718929254302102,-18.87036823249368,6.979879338052536,7.365036693872634,1999,PHB,ls,C[Si]1(c2ccccc2)CCC1,cationic
19,0.870444658330605,-23.064053537284895,-22.19360887895429,6.979879338052536,7.365036693872634,1999,PHB,ls,C/C=C/C,vinyl
20,3.7185320053621074,-44.09655831739962,-40.378026312037505,6.979879338052536,7.365036693872634,1999,PHB,gg,C/C=C/C,vinyl
21,3.198542173541417,-43.49904397705545,-46.69758615059686,6.979879338052536,7.365036693872634,1999,PHB,gg,C/C=C/C(C)C,vinyl
22,3.881061499902435,-31.070745697896747,-27.189684197994314,6.979879338052536,7.365036693872634,1999,PHB,ls,C/C=C/C(C)C,vinyl
23,3.2097894545911694,-26.2906309751434,-29.50042042973457,6.979879338052536,7.365036693872634,1999,PHB,ls,C/C=C/CC,vinyl
24,0.18726572205830297,-45.411089866156786,-45.59835558821509,6.979879338052536,7.365036693872634,1999,PHB,gg,C/C=C/CC,vinyl
25,6.707232859656949,-24.25908221797323,-17.551849358316282,6.979879338052536,7.365036693872634,1999,PHB,ls,C/C=C\C,vinyl
26,7.312678198012213,-41.10898661567877,-48.42166481369099,6.979879338052536,7.365036693872634,1999,PHB,gg,C/C=C\C,vinyl
27,2.005732786890488,-43.738049713193114,-41.73231692630263,6.979879338052536,7.365036693872634,1999,PHB,gg,C/C=C\C(C)C,vinyl
28,3.6743004192010726,-32.026768642447415,-35.70106906164849,6.979879338052536,7.365036693872634,1999,PHB,ls,C/C=C\C(C)C,vinyl
29,0.5501735623077104,-27.60516252390057,-27.054988961592862,6.979879338052536,7.365036693872634,1999,PHB,ls,C/C=C\CC,vinyl
30,2.1963732049139097,-45.411089866156786,-43.214716661242875,6.979879338052536,7.365036693872634,1999,PHB,gg,C/C=C\CC,vinyl
31,35.58304894494197,-14.10133843212237,-49.68438737706435,6.979879338052536,7.365036693872634,1999,PHB,ls,C=C,vinyl
32,35.67210662513874,-74.33078393881453,-38.658677313675796,6.979879338052536,7.365036693872634,1999,PHB,gg,C=C,vinyl
33,3.1704209935392997,-31.070745697896747,-27.90032470435745,6.979879338052536,7.365036693872634,1999,PHB,ss,C=C(C)C(=O)OC,vinyl
34,2.623656845942552,-27.1104206500956,-29.734077496038154,6.979879338052536,7.365036693872634,1999,PHB,ls,C=C(C)C(=O)OC,vinyl
