,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State,Canonical_Monomer_SMILES,Polymerization
1,71.47761964668288,-10.468451242829827,-81.94607088951271,218.5509649761796,378.26275793119913,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
3,43.79386461673531,-8.126195028680687,35.66766958805463,218.5509649761796,378.26275793119913,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
4,138.2082639645635,-5.25812619502868,-143.46639015959218,218.5509649761796,378.26275793119913,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
5,596.8940559371915,-10.277246653919693,586.6168092832718,218.5509649761796,378.26275793119913,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
6,282.646327269825,-5.975143403441682,276.67118386638333,218.5509649761796,378.26275793119913,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
7,214.25137820159807,-10.994263862332696,203.25711433926537,218.5509649761796,378.26275793119913,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
8,333.1124601394522,-9.79923518164436,323.3132249578078,218.5509649761796,378.26275793119913,1999,PHB,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
9,256.53168565867026,-5.975143403441682,-262.50682906211193,218.5509649761796,378.26275793119913,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
10,40.32662139364859,-9.823135755258127,30.503485638390465,218.5509649761796,378.26275793119913,1990,Thermodynamics of L-lactide polymerization. Equilibrium monomer concentration,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
12,175.0589651143433,-11.938336520076483,-186.99730163441978,218.5509649761796,378.26275793119913,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss,C[Si](C)(C)OC1C=CCC1,ROMP
13,103.36733794207886,1.4340344168260037,-101.93330352525287,218.5509649761796,378.26275793119913,1999,PHB,ss,C[Si](C)(C)OP1(=O)OCCCO1,cationic
33,234.37046102243207,-31.070745697896747,203.2997153245353,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)C(=O)OC,vinyl
35,289.24243416312083,-24.067877629063098,265.17455653405773,218.5509649761796,378.26275793119913,1981,Low Ceiling Temperature in Radical Polymerization of 2 6-Dimethylphenyl Methacrylate,ss,C=C(C)C(=O)Oc1c(C)cccc1C,vinyl
38,833.939894237959,-36.089866156787764,797.8500280811712,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)C#N,vinyl
39,24.089158988105822,-29.15869980879541,-5.0695408206895864,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccc2ccccc2c1,vinyl
40,133.45324267422893,-29.875717017208412,103.57752565702052,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccc2ccccc2c1,vinyl
41,217.83069025456047,-39.02963671128107,-256.8603269658415,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
42,91.19337100468618,-12.189292543021033,-103.38266354770721,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
43,80.94176224082203,-31.070745697896747,-112.01250793871878,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
44,243.97357209532422,-11.233269598470363,-255.20684169379456,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
46,134.42624043016485,-16.730401529636712,117.69583890052814,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ccccn1,vinyl
47,122.62859109821545,-22.94455066921606,-145.5731417674315,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1ncco1,vinyl
48,942.6558604673664,-16.491395793499045,926.1644646738673,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C(C)c1nccs1,vinyl
52,131.84865995733782,24.617590822179732,156.46625077951757,218.5509649761796,378.26275793119913,2005,Exceptional chiroptical behavior near ceiling temperature in free radical polymerization of menthyl 2-acetamidoacrylates,ss,C=C(NC(C)=O)C(=O)OC1CC(C)CCC1C(C)C,vinyl
56,140.13828293879106,-26.003824091778203,-166.14210703056926,218.5509649761796,378.26275793119913,1999,PHB,ss,C=C1CCCOC1=O,vinyl
57,681.9530255548607,-9.584130019120458,-691.5371555739811,218.5509649761796,378.26275793119913,2016,The Quest for Converting Biorenewable Bifunctional _-Methylene-_-butyrolactone into Degradable and Recyclable Polyester: Controlling Vinyl-Addition/Ring-Opening/Cross-Linking Pathways,ss,C=C1CCOC1=O,vinyl
58,285.20309437694505,-19.407265774378583,265.7958286025664,218.5509649761796,378.26275793119913,2018,Strategy for rational control of stereosequence in free radical polymerization of acrylates,ss,C=C1OC(C)(C(C)C)OC1=O,vinyl
78,260.42982141569195,-6.405353728489484,254.02446768720247,218.5509649761796,378.26275793119913,2016,Switching from Controlled Ring-Opening Polymerization (cROP) to Controlled Ring-Closing Depolymerization (cRCDP) by Adjusting the Reaction Parameters That Determine the Ceiling Temperature,ss,C=CCOCC1(CC)COC(=O)OC1,ROP
79,11.926290713972689,-11.137667304015297,-23.063958017987986,218.5509649761796,378.26275793119913,2016,Switching from Controlled Ring-Opening Polymerization (cROP) to Controlled Ring-Closing Depolymerization (cRCDP) by Adjusting the Reaction Parameters That Determine the Ceiling Temperature,ss,C=CCOCC1(CC)COC(=O)OC1,ROP
82,33.11295489389348,-6.716061185468451,26.39689370842503,218.5509649761796,378.26275793119913,2020,Geminal Dimethyl Substitution Enables Controlled Polymerization of Penicillamine-Derived _-Thiolactones and Reversed Depolymerization,ss,C=CCOCCOCCOCCOC(=O)NC1C(=O)SC1(C)C,ROP
85,146.1026885247059,-3.3938814531548753,142.708807071551,218.5509649761796,378.26275793119913,2022,Understanding the Structure–Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,ss,C1=C\CC[C@@H]2CC[C@H]2CC/1,ROMP
86,137.99187238654164,-3.202676864244742,-141.1945492507864,218.5509649761796,378.26275793119913,2022,Understanding the Structure Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,ss,C1=C\CC[C@@H]2CCC[C@H]2CC/1,ROMP
87,81.74447662739692,-3.298279158699809,78.44619746869711,218.5509649761796,378.26275793119913,2022,Understanding the Structure Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,ss,C1=C\CC[C@@H]2OC3(CCCCC3)O[C@H]2CC/1,ROMP
88,231.2448258048763,-2.891969407265774,-234.1367952121421,218.5509649761796,378.26275793119913,2022,Understanding the Structure Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,ss,C1=C\CC[C@@H]2OCO[C@H]2CC/1,ROMP
89,86.17461230964737,-3.298279158699809,-89.47289146834719,218.5509649761796,378.26275793119913,2022,Understanding the Structure Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers	,ss,C1=C\CCC2OC3(CCCCC3)OC2CC/1,ROMP
90,658.6514942798677,-7.002868068833652,651.6486262110341,218.5509649761796,378.26275793119913,1999,PHB,ss,C1=CC2C(C1)C1CC2C2SSSC12,ROMP
92,166.40513101611018,-23.422562141491394,-189.82769315760157,218.5509649761796,378.26275793119913,1999,PHB,ss,C1=Cc2cccc3cccc1c23,vinyl
93,392.125186316175,-19.09655831739962,373.02862799877533,218.5509649761796,378.26275793119913,2016,A Precision Ethylene-Styrene Copolymer with High Styrene Content from Ring-Opening Metathesis Polymerization of 4-Phenylcyclopentene,ss,C1=CCC(c2ccccc2)C1,ROMP
94,109.02022433708144,-16.37189292543021,-125.39211726251166,218.5509649761796,378.26275793119913,2018,Dynamic Remodeling of Covalent Networks via Ring-Opening Metathesis Polymerization,ss,C1=CCC(COCc2ccccc2)C1,ROMP
95,10.431645404419276,-14.244741873804971,-24.676387278224247,218.5509649761796,378.26275793119913,2018,Dynamic Remodeling of Covalent Networks via Ring-Opening Metathesis Polymerization,ss,C1=CCC(OCc2ccccc2)C1,ROMP
98,12.476004737965441,-12.954110898661568,-25.430115636627008,218.5509649761796,378.26275793119913,2018,Dynamic Remodeling of Covalent Networks via Ring-Opening Metathesis Polymerization,ss,C1=CCCC1,ROMP
100,148.92373838563148,-18.49904397705545,-167.42278236268692,218.5509649761796,378.26275793119913,2013,Ruthenium catalyzed equilibrium ring-opening metathesis polymerization of cyclopentene / A Precision Ethylene-Styrene Copolymer with High Styrene Content from Ring-Opening Metathesis Polymerization of 4-Phenylcyclopentene,ss,C1=CCCC1,ROMP
101,6.258721036132286,-4.063097514340344,2.1956235217919424,218.5509649761796,378.26275793119913,1999,PHB,ss,C1=CCCCC1,ROMP
112,77.60089925368231,-20.793499043977054,56.80740020970525,218.5509649761796,378.26275793119913,1999,PHB,ss,C1CCOC1,cationic
115,15.698496375156061,-9.321223709369024,-25.019720084525087,218.5509649761796,378.26275793119913,1999,PHB,ss,C1CCOCOC1,cationic
116,422.64731063759433,-10.277246653919693,412.37006398367464,218.5509649761796,378.26275793119913,1999,PHB,ss,C1CCOCOC1,cationic
117,114.26525996430719,-11.47227533460803,102.79298462969916,218.5509649761796,378.26275793119913,1999,PHB,ss,C1CCOCOC1,cationic
119,6.4013706240080595,-6.21414913957935,-12.61551976358741,218.5509649761796,378.26275793119913,1999,PHB,ss,C1CCOCOC1,cationic
127,216.30056627964132,-18.642447418738048,197.65811886090327,218.5509649761796,378.26275793119913,1992,The polymerization of 13-dioxolane. I. Structure of the polymer and thermodynamics of its formation,ss,C1COCO1,cationic
129,186.13471162749974,-14.10133843212237,172.03337319537735,218.5509649761796,378.26275793119913,1999,PHB,ss,C1COCO1,cationic
130,91.45571412604858,-22.466539196940726,68.98917492910786,218.5509649761796,378.26275793119913,1999,PHB,ss,C1COCO1,cationic
131,99.87833852519759,-18.642447418738048,-118.52078594393564,218.5509649761796,378.26275793119913,1992,The polymerization of 13-dioxolane. I. Structure of the polymer and thermodynamics of its formation,ss,C1COCO1,cationic
132,99.31965876710828,-5.25812619502868,-104.57778496213697,218.5509649761796,378.26275793119913,1999,PHB,ss,C1COCO1,cationic
135,725.0347711835486,-9.321223709369024,715.7135474741796,218.5509649761796,378.26275793119913,1999,PHB,ss,C1COCOCCO1,cationic
136,515.4513008370325,-3.107074569789675,512.3442262672428,218.5509649761796,378.26275793119913,1999,PHB,ss,C1COCOCCO1,cationic
142,60.5575918594336,-9.79923518164436,-70.35682704107795,218.5509649761796,378.26275793119913,1999,PHB,ss,C1OCOCO1,cationic
143,71.50169206082666,-10.038240917782026,61.46345114304464,218.5509649761796,378.26275793119913,1999,PHB,ss,C1OCOCO1,cationic
147,118.6415639303124,-7.1701720841300185,-125.81173601444242,218.5509649761796,378.26275793119913,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss,CC(C)(C)[Si](C)(C)OC1C=CCC1,ROMP
148,145.10346387138213,-13.981835564053537,-159.08529943543567,218.5509649761796,378.26275793119913,2018,Dynamic Remodeling of Covalent Networks via Ring-Opening Metathesis Polymerization,ss,CC(C)(C)[Si](C)(C)OC1CC=CC1,ROMP
149,63.97154732679575,-9.655831739961759,54.31571558683399,218.5509649761796,378.26275793119913,2019,"4-Hydroxyproline-Derived Sustainable Polythioesters: Controlled Ring-Opening Polymerization, Complete Recyclability, and Facile Functionalization",ss,CC(C)(C)OC(=O)N1CC2CC1C(=O)S2,ROP
150,154.37482443582638,-21.510516252390058,-175.88534068821644,218.5509649761796,378.26275793119913,1999,PHB,ss,CC(C)(Cl)C=O,ionic
151,1938.4162542789968,-6.548757170172084,-1944.965011449169,218.5509649761796,378.26275793119913,2016,Aliphatic Polyester Block Polymer Design,ss,CC(C)[C@@H]1CC[C@@H](C)CC1=O,cationic
154,31.629408224717587,-18.642447418738048,-50.27185564345564,218.5509649761796,378.26275793119913,1999,PHB,ss,CC(C)C=O,ionic
155,77.3050664906063,-22.466539196940726,-99.77160568754702,218.5509649761796,378.26275793119913,1999,PHB,ss,CC(C)C=O,ionic
156,70.48575535834011,-17.68642447418738,52.79933088415273,218.5509649761796,378.26275793119913,1999,PHB,ss,CC(C)C=O,ionic
158,370.138947029755,-17.68642447418738,-387.8253715039424,218.5509649761796,378.26275793119913,1999,PHB,ss,CC(Cl)(Cl)C=O,ionic
159,210.88609802450014,-19.120458891013385,-230.00655691551353,218.5509649761796,378.26275793119913,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss,CC[Si](CC)(CC)OC1C=CCC1,ROMP
166,128.55209558240338,-10.659655831739961,-139.21175141414335,218.5509649761796,378.26275793119913,2023,A circular polyester platform based on simple gem-disubstituted valerolactones,ss,CC1(C)CCCOC1=O,ROP
169,382.0642406741568,-10.492351816443595,-392.5565924906004,218.5509649761796,378.26275793119913,1998,Substituent Effect on the Anionic Equilibrium Polymerization of Six-Membered Cyclic Carbonates,ss,CC1(C)COC(=O)OC1,ROP
171,87.78749724141993,-4.89961759082218,82.88787965059775,218.5509649761796,378.26275793119913,2022,Understanding the Structure–Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,ss,CC1(C)O[C@H]2CC/C=C\CC[C@@H]2O1,ROMP
172,33.728494011400045,-4.89961759082218,28.828876420577863,218.5509649761796,378.26275793119913,2022,Understanding the Structure Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers	,ss,CC1(C)OC2CC/C=C\CCC2O1,ROMP
173,147.85550390146977,-15.48757170172084,132.36793219974894,218.5509649761796,378.26275793119913,2021,Biobased High-Performance Aromatic–Aliphatic Polyesters with Complete Recyclability,ss,CC1(C)Oc2ccccc2COC1=O,ROP
174,59.45910299748426,-9.703632887189292,49.755470110294965,218.5509649761796,378.26275793119913,1998,Substituent Effect on the Anionic Equilibrium Polymerization of Six-Membered Cyclic Carbonates,ss,CC1(c2ccccc2)COC(=O)OC1,ROP
179,194.80944033915793,-6.548757170172084,-201.35819750933,218.5509649761796,378.26275793119913,2005,Catalytic Polymerization of a Cyclic Ester Derived from a “Cool” Natural Precursor,ss,CC1CCC(C(C)C)OC(=O)C1,ROP
181,85.33846178264704,-9.847036328871893,-95.18549811151894,218.5509649761796,378.26275793119913,2002,"Controlled Ring-Opening Polymerization of Lactones and Lactides Initiated by Lanthanum Isopropoxide, 1",ss,CC1CCCC(=O)O1,ROP
188,153.76325026669747,-9.27342256214149,144.48982770455598,218.5509649761796,378.26275793119913,1999,PHB,ss,CC1CCCOCO1,cationic
189,445.36124807466655,2.067399617590822,447.4286476922574,218.5509649761796,378.26275793119913,2022,"Recyclable Sulfur-Rich Polymers with Enhanced Thermal, Mechanical, and Optical Performance",ss,CC1CCCSC(=S)S1,ROP
190,173.60429854980768,-6.261950286806883,167.3423482630008,218.5509649761796,378.26275793119913,2022,Modulating Polymerization Thermodynamics ofThiolactones Through Substituent andHeteroatom Incorporation,ss,CC1CCCSC1=O,ROP
197,8.638033264944687,-2.7007648183556405,5.937268446589048,218.5509649761796,378.26275793119913,2022,Understanding the Structure_Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,ss,CC1O[C@H]2CC/C=C\CC[C@@H]2O1,ROMP
200,30.776803188272133,-2.7007648183556405,-33.47756800662778,218.5509649761796,378.26275793119913,2022,Understanding the Structure Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers	,ss,CC1OC2CC/C=C\CCC2O1,ROMP
202,199.40256185186107,-8.891013384321225,-208.2935752361823,218.5509649761796,378.26275793119913,1999,PHB,ss,CC1OCCCCO1,cationic
203,581.9290062115797,-9.321223709369024,572.6077825022106,218.5509649761796,378.26275793119913,1999,PHB,ss,CC1OCCCCO1,cationic
