,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State
0,0.21094181797472444,-10.468451242829827,-10.257509424855103,4.703727058367437,5.881948633319628,2016,Aliphatic Polyester Block Polymer Design,ss
1,0.21094181797472444,-10.468451242829827,-10.257509424855103,4.703727058367437,5.881948633319628,2016,Aliphatic Polyester Block Polymer Design,ss
2,7.139911888662306,-9.727533460803059,-2.587621572140754,4.703727058367437,5.881948633319628,2016,Aliphatic Polyester Block Polymer Design,ls
3,1.4539065826007558,-8.126195028680687,-6.672288446079932,4.703727058367437,5.881948633319628,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss
4,1.6255643126157684,-5.25812619502868,-6.883690507644449,4.703727058367437,5.881948633319628,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss
5,0.3358665889353415,-10.277246653919693,-9.941380064984353,4.703727058367437,5.881948633319628,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss
6,2.9381046331635394,-5.975143403441682,-8.913248036605221,4.703727058367437,5.881948633319628,2016,Aliphatic Polyester Block Polymer Design,ss
7,2.8931014168558793,-10.994263862332696,-8.101162445476817,4.703727058367437,5.881948633319628,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss
8,1.2705348873685467,-9.79923518164436,-8.528700294275811,4.703727058367437,5.881948633319628,1999,PHB,ss
9,4.529364022424526,-5.975143403441682,-10.504507425866208,4.703727058367437,5.881948633319628,2016,Aliphatic Polyester Block Polymer Design,ss
10,0.5907724282025838,-9.823135755258127,-9.232363327055543,4.703727058367437,5.881948633319628,1990,Thermodynamics of L-lactide polymerization. Equilibrium monomer concentration,ss
11,6.529767016379829,-18.044933078393882,-11.515166062014051,4.703727058367437,5.881948633319628,1999,PHB,ls
12,1.682339115762801,-11.938336520076483,-13.620675635839284,4.703727058367437,5.881948633319628,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss
13,4.124402088143402,1.4340344168260037,-2.690367671317398,4.703727058367437,5.881948633319628,1999,PHB,ss
14,9.165703315807802,-4.326003824091778,-13.49170713989958,4.703727058367437,5.881948633319628,1999,PHB,ls
15,0.6712543348965186,-17.017208413001914,-16.345954078105393,4.703727058367437,5.881948633319628,1999,PHB,ls
16,3.785580658775898,-4.995219885277246,-1.209639226501348,4.703727058367437,5.881948633319628,1999,PHB,ls
17,5.557308853470344,-0.7241873804971318,-6.281496233967476,4.703727058367437,5.881948633319628,1999,PHB,ls
18,2.0761949382366236,-13.718929254302102,-15.795124192538726,4.703727058367437,5.881948633319628,1999,PHB,ls
19,1.7187526987342032,-23.064053537284895,-24.7828062360191,4.703727058367437,5.881948633319628,1999,PHB,ls
20,2.351038770511547,-44.09655831739962,-41.74551954688807,4.703727058367437,5.881948633319628,1999,PHB,gg
21,0.0017395894796396988,-43.49904397705545,-43.500783566535084,4.703727058367437,5.881948633319628,1999,PHB,gg
22,2.5779020262038044,-31.070745697896747,-28.492843671692945,4.703727058367437,5.881948633319628,1999,PHB,ls
23,1.0178403690257902,-26.2906309751434,-27.30847134416919,4.703727058367437,5.881948633319628,1999,PHB,ls
24,0.5133685372755586,-45.411089866156786,-45.92445840343235,4.703727058367437,5.881948633319628,1999,PHB,gg
25,0.023260171281220123,-24.25908221797323,-24.23582204669201,4.703727058367437,5.881948633319628,1999,PHB,ls
26,3.0316084794287015,-41.10898661567877,-44.14059509510748,4.703727058367437,5.881948633319628,1999,PHB,gg
27,0.35223587065308315,-43.738049713193114,-43.38581384254003,4.703727058367437,5.881948633319628,1999,PHB,gg
28,4.253314512409625,-32.026768642447415,-27.77345413003779,4.703727058367437,5.881948633319628,1999,PHB,ls
29,1.5930628001575944,-27.60516252390057,-26.012099723742978,4.703727058367437,5.881948633319628,1999,PHB,ls
30,0.7535449405473231,-45.411089866156786,-44.657544925609464,4.703727058367437,5.881948633319628,1999,PHB,gg
31,10.932889540838238,-14.10133843212237,-25.034227972960608,4.703727058367437,5.881948633319628,1999,PHB,ls
32,38.766113339601006,-74.33078393881453,-35.56467059921352,4.703727058367437,5.881948633319628,1999,PHB,gg
33,5.009541775938658,-31.070745697896747,-26.06120392195809,4.703727058367437,5.881948633319628,1999,PHB,ss
34,0.02225733623905639,-27.1104206500956,-27.13267798633466,4.703727058367437,5.881948633319628,1999,PHB,ls
35,22.775415184392983,-24.067877629063098,-1.2924624446701136,4.703727058367437,5.881948633319628,1981,Low Ceiling Temperature in Radical Polymerization of 2 6-Dimethylphenyl Methacrylate,ss
36,39.14739342538166,-20.31548757170172,18.83190585367994,4.703727058367437,5.881948633319628,1999,PHB,ls
37,6.638238808393022,-30.11472275334608,-23.476483944953056,4.703727058367437,5.881948633319628,1999,PHB,ls
38,9.973008135764594,-36.089866156787764,-26.116858021023166,4.703727058367437,5.881948633319628,1999,PHB,ss
39,0.8453474901830261,-29.15869980879541,-30.004047298978435,4.703727058367437,5.881948633319628,1999,PHB,ss
40,7.456101149491553,-29.875717017208412,-22.41961586771686,4.703727058367437,5.881948633319628,1999,PHB,ss
41,19.460301736572735,-39.02963671128107,-19.569334974708337,4.703727058367437,5.881948633319628,1999,PHB,ss
42,9.350973607021354,-12.189292543021033,-21.540266150042385,4.703727058367437,5.881948633319628,1999,PHB,ss
43,17.38133713118661,-31.070745697896747,-13.689408566710142,4.703727058367437,5.881948633319628,1999,PHB,ss
44,16.884727186272293,-11.233269598470363,-28.117996784742658,4.703727058367437,5.881948633319628,1999,PHB,ss
45,1.41126334370892,-26.1453154875717,-24.73405214386278,4.703727058367437,5.881948633319628,1999,PHB,ls
46,5.830675420524058,-16.730401529636712,-22.561076950160768,4.703727058367437,5.881948633319628,1999,PHB,ss
47,3.237160852260845,-22.94455066921606,-19.707389816955217,4.703727058367437,5.881948633319628,1999,PHB,ss
48,5.598427460708764,-16.491395793499045,-22.089823254207808,4.703727058367437,5.881948633319628,1999,PHB,ss
49,0.6587136088092286,-25.095602294455066,-25.754315903264295,4.703727058367437,5.881948633319628,1999,PHB,ls
50,1.7094639473617874,-23.54206500956023,-25.251528956922016,4.703727058367437,5.881948633319628,1999,PHB,ls
51,6.676183375984031,-46.12810707456979,-39.45192369858576,4.703727058367437,5.881948633319628,1999,PHB,gg
52,34.91504607191505,24.617590822179732,-10.29745524973532,4.703727058367437,5.881948633319628,2005,Exceptional chiroptical behavior near ceiling temperature in free radical polymerization of menthyl 2-acetamidoacrylates,ss
53,1.2207979453909237,-26.17112810707457,-27.391926052465493,4.703727058367437,5.881948633319628,1999,PHB,ls
54,9.451990145798167,-30.47323135755258,-21.021241211754415,4.703727058367437,5.881948633319628,1999,PHB,ls
55,0.6548372782895018,-22.801147227533463,-23.455984505822965,4.703727058367437,5.881948633319628,1999,PHB,ls
56,9.291992771010097,-26.003824091778203,-16.711831320768106,4.703727058367437,5.881948633319628,1999,PHB,ss
57,5.683227524474747,-9.584130019120458,-15.267357543595207,4.703727058367437,5.881948633319628,2016,The Quest for Converting Biorenewable Bifunctional _-Methylene-_-butyrolactone into Degradable and Recyclable Polyester: Controlling Vinyl-Addition/Ring-Opening/Cross-Linking Pathways,ss
58,3.967019659155414,-19.407265774378583,-15.440246115223172,4.703727058367437,5.881948633319628,2018,Strategy for rational control of stereosequence in free radical polymerization of acrylates,ss
59,3.819963444259381,-47.32313575525812,-43.50317231099874,4.703727058367437,5.881948633319628,1999,PHB,gg
60,6.228665776735966,-27.366156787762904,-21.13749101102694,4.703727058367437,5.881948633319628,1999,PHB,ls
61,2.1376691858353625,-24.1395793499044,-22.001910164069034,4.703727058367437,5.881948633319628,1999,PHB,ls
62,3.358249700776021,-23.8217017208413,-27.17995142161732,4.703727058367437,5.881948633319628,1999,PHB,ls
63,8.890064451024363,-26.051625239005734,-17.161560787981372,4.703727058367437,5.881948633319628,1999,PHB,ls
64,0.42090589184150184,-20.673996175908222,-21.09490206774972,4.703727058367437,5.881948633319628,1999,PHB,ls
65,1.3249913319574946,-5.473231357552581,-6.798222689510076,4.703727058367437,5.881948633319628,2022,Tunable and recyclable polyesters from CO2 and butadiene,ls
66,2.6173622612743475,-25.191204588910136,-27.80856685018448,4.703727058367437,5.881948633319628,1999,PHB,ls
67,8.346696200835773,-35.61185468451243,-43.9585508853482,4.703727058367437,5.881948633319628,1999,PHB,gg
68,0.7884844311336714,-22.22753346080306,-21.439049029669388,4.703727058367437,5.881948633319628,1999,PHB,ls
69,3.708013385021436,-23.960325047801145,-27.668338432822583,4.703727058367437,5.881948633319628,1999,PHB,ls
