,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State,Canonical_Monomer_SMILES,Polymerization
1,2.1230585629581813,-10.468451242829827,-8.345392679871646,5.238371353784356,7.8383409357780245,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
2,5.672162734209448,-9.727533460803059,-4.055370726593611,5.238371353784356,7.8383409357780245,2016,Aliphatic Polyester Block Polymer Design,ls,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
3,0.4022282657679407,-8.126195028680687,-8.52842329444863,5.238371353784356,7.8383409357780245,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
4,2.8534692243702735,-5.25812619502868,-8.111595419398954,5.238371353784356,7.8383409357780245,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
5,2.098682556660878,-10.277246653919693,-8.178564097258816,5.238371353784356,7.8383409357780245,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
6,2.685746011182562,-5.975143403441682,-8.660889414624245,5.238371353784356,7.8383409357780245,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
7,2.1097993247821014,-10.994263862332696,-8.884464537550594,5.238371353784356,7.8383409357780245,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
8,1.8032602231691257,-9.79923518164436,-7.995974958475234,5.238371353784356,7.8383409357780245,1999,PHB,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
9,3.0736992583650014,-5.975143403441682,-9.048842661806685,5.238371353784356,7.8383409357780245,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
10,3.110993779012601,-9.823135755258127,-6.712141976245525,5.238371353784356,7.8383409357780245,1990,Thermodynamics of L-lactide polymerization. Equilibrium monomer concentration,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
11,4.4225739839176805,-18.044933078393882,-13.6223590944762,5.238371353784356,7.8383409357780245,1999,PHB,ls,C[Si](C)(C)C1CC2C=CC1C2,ROMP
12,2.7436835379466227,-11.938336520076483,-14.682020058023104,5.238371353784356,7.8383409357780245,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss,C[Si](C)(C)OC1C=CCC1,ROMP
13,4.162241087708828,1.4340344168260037,-2.7282066708828236,5.238371353784356,7.8383409357780245,1999,PHB,ss,C[Si](C)(C)OP1(=O)OCCCO1,cationic
14,4.148000555293054,-4.326003824091778,-8.474004379384832,5.238371353784356,7.8383409357780245,1999,PHB,ls,C[Si]1(C)C[Si](C)(C)C1,cationic
15,1.9585288194023343,-17.017208413001914,-15.058679593599578,5.238371353784356,7.8383409357780245,1999,PHB,ls,C[Si]1(C)CCC1,cationic
16,2.094007988355741,-4.995219885277246,-2.9012118969215046,5.238371353784356,7.8383409357780245,1999,PHB,ls,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,cationic
17,4.30016781468037,-0.7241873804971318,-5.0243551951775025,5.238371353784356,7.8383409357780245,1999,PHB,ls,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,cationic
18,2.362420142910018,-13.718929254302102,-16.08134939721212,5.238371353784356,7.8383409357780245,1999,PHB,ls,C[Si]1(c2ccccc2)CCC1,cationic
19,1.8568652471794274,-23.064053537284895,-24.92091878446432,5.238371353784356,7.8383409357780245,1999,PHB,ls,C/C=C/C,vinyl
20,0.619240532114047,-44.09655831739962,-43.47731778528557,5.238371353784356,7.8383409357780245,1999,PHB,gg,C/C=C/C,vinyl
21,0.06724877069895228,-43.49904397705545,-43.5662927477544,5.238371353784356,7.8383409357780245,1999,PHB,gg,C/C=C/C(C)C,vinyl
22,3.6921003737062157,-31.070745697896747,-27.378645324190533,5.238371353784356,7.8383409357780245,1999,PHB,ls,C/C=C/C(C)C,vinyl
