,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State,Canonical_Monomer_SMILES,Polymerization
1,2.0219464719076288,-10.468451242829827,-8.446504770922198,4.5874021981919215,5.071293614401889,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
3,0.21134895074950577,-8.126195028680687,-8.337543979430194,4.5874021981919215,5.071293614401889,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
4,4.387849016987954,-5.25812619502868,-9.645975212016635,4.5874021981919215,5.071293614401889,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
5,2.40276588564115,-10.277246653919693,-7.874480768278544,4.5874021981919215,5.071293614401889,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
6,3.7375347543643396,-5.975143403441682,-9.712678157806021,4.5874021981919215,5.071293614401889,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
7,2.3314127406098106,-10.994263862332696,-8.662851121722886,4.5874021981919215,5.071293614401889,2022,Like Recycles Like: Selective Ring-Closing Depolymerization of Poly(L-Lactic Acid) to L-Lactide,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
8,2.133724976194458,-9.79923518164436,-7.665510205449901,4.5874021981919215,5.071293614401889,1999,PHB,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
9,2.378966252603274,-5.975143403441682,-8.354109656044956,4.5874021981919215,5.071293614401889,2016,Aliphatic Polyester Block Polymer Design,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
10,0.7841367589814059,-9.823135755258127,-9.038998996276721,4.5874021981919215,5.071293614401889,1990,Thermodynamics of L-lactide polymerization. Equilibrium monomer concentration,ss,C[C@@H]1OC(=O)[C@H](C)OC1=O,ROP
12,1.5256722729416283,-11.938336520076483,-13.46400879301811,4.5874021981919215,5.071293614401889,2019,Investigating the effects of bulky allylic substituents on the regioregularity and thermodynamics of ROMP on cyclopentene,ss,C[Si](C)(C)OC1C=CCC1,ROMP
13,4.7335161114379565,1.4340344168260037,-3.299481694611953,4.5874021981919215,5.071293614401889,1999,PHB,ss,C[Si](C)(C)OP1(=O)OCCCO1,cationic
33,6.228159909720616,-31.070745697896747,-24.842585788176134,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)C(=O)OC,vinyl
35,6.625340520431345,-24.067877629063098,-17.442537108631754,4.5874021981919215,5.071293614401889,1981,Low Ceiling Temperature in Radical Polymerization of 2 6-Dimethylphenyl Methacrylate,ss,C=C(C)C(=O)Oc1c(C)cccc1C,vinyl
38,12.864568537740146,-36.089866156787764,-23.225297619047616,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)C#N,vinyl
39,7.27688152085857,-29.15869980879541,-21.88181828793684,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccc2ccccc2c1,vinyl
40,5.6196597186009205,-29.875717017208412,-24.25605729860749,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccc2ccccc2c1,vinyl
41,20.925507923667592,-39.02963671128107,-18.104128787613483,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
42,17.441404876592483,-12.189292543021033,-29.630697419613515,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
43,10.949238219556104,-31.070745697896747,-20.121507478340643,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
44,20.63126239333217,-11.233269598470363,-31.864531991802533,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccccc1,vinyl
46,3.807548977207192,-16.730401529636712,-20.537950506843902,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ccccn1,vinyl
47,4.6258709614158855,-22.94455066921606,-18.318679707800175,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1ncco1,vinyl
48,4.800405441568218,-16.491395793499045,-21.29180123506726,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C(C)c1nccs1,vinyl
52,39.057977014222224,24.617590822179732,-14.440386192042498,4.5874021981919215,5.071293614401889,2005,Exceptional chiroptical behavior near ceiling temperature in free radical polymerization of menthyl 2-acetamidoacrylates,ss,C=C(NC(C)=O)C(=O)OC1CC(C)CCC1C(C)C,vinyl
56,14.80702817971102,-26.003824091778203,-11.19679591206718,4.5874021981919215,5.071293614401889,1999,PHB,ss,C=C1CCCOC1=O,vinyl
