FEATURE NAME,IMPORTANCE
RDKIT_Kappa3,0.7543155077642486
STERIC_backbone_length,0.047047752095329
RDKIT_BalabanJ,0.03269485696142491
RDKIT_Chi1v,0.021899447565453062
RDKIT_Chi2n,0.007854615767517904
RDKIT_Chi2v,0.0024312534808677666
RDKIT_Chi3n,0.006134535095658407
RDKIT_PEOE_VSA4,0.0016481668850334694
RDKIT_PEOE_VSA7,0.006097485603712181
RDKIT_Chi3v,0.0011219602870809222
RDKIT_PEOE_VSA2,0.0019016202839596472
RDKIT_PEOE_VSA3,0.0030229605147324926
RDKIT_PEOE_VSA8,0.001383808730334231
RDKIT_PEOE_VSA6,0.001280154477659013
BASE_polymerization_type_vinyl,0.0019345205647993196
RDKIT_PEOE_VSA5,0.003308399318386814
RDKIT_Chi1n,0.0009242786287475946
RDKIT_Chi4n,0.00034649252575008995
RDKIT_MaxAbsPartialCharge,0.0020497534513559453
RDKIT_PEOE_VSA14,0.0024780892382625635
SOLUTE_PARAM_B_GC,0.0001886797228304854
RDKIT_PEOE_VSA9,0.0001111662063811154
RDKIT_FpDensityMorgan2,0.00020513997159647096
RDKIT_Chi4v,0.001248583779045786
RDKIT_SPS,0.00039553379402416163
RDKIT_FpDensityMorgan1,0.0011388629648883286
RDKIT_Kappa2,0.0011668410614376434
RDKIT_PEOE_VSA13,0.007646537214776499
RDKIT_BCUT2D_CHGLO,0.0005027469340421894
RDKIT_Chi1,0.0034917490032214645
RDKIT_VSA_EState8,0.0010120439198222342
RDKIT_MinAbsEStateIndex,2.0976897101647183e-05
RDKIT_BCUT2D_LOGPLOW,4.8631788894362585e-05
RDKIT_BCUT2D_MRLOW,1.8615554777804053e-05
RDKIT_HallKierAlpha,2.3452229525822216e-05
STERIC_ratioSideChainContainingAtoms,7.81443803697462e-05
SOLUTE_PARAM_E_GC,0.0
RDKIT_BCUT2D_MWLOW,3.5172405023033024e-05
RDKIT_TPSA,5.0216313945513e-05
RDKIT_PEOE_VSA1,0.0011617961969101268
RDKIT_PEOE_VSA12,0.0
RDKIT_VSA_EState5,0.00016708800195955591
RDKIT_MolLogP,0.0002458780869144131
RDKIT_Chi0v,0.0
RDKIT_FpDensityMorgan3,0.0
SOLUTE_PARAM_S_GC,4.869524147137771e-05
RDKIT_BCUT2D_LOGPHI,0.0007169673116251288
RDKIT_Kappa1,0.0
RDKIT_MinAbsPartialCharge,0.0
SOLUTE_PARAM_E_ML,0.0
