FEATURE NAME,IMPORTANCE
SOLV_PARAM_a_g,0.25485217571258545
SOLV_PARAM_visc at 298 K (cP),0.1695060282945633
Tanimoto_Similarity,0.07683321833610535
DIPOLE_gasteiger,0.05339159816503525
MIX_dGsolv298(kJ/mol),0.046981919556856155
MIX_dSsolv298(kJ/mol/K),0.041552286595106125
SOLUTE_PARAM_E_GC,0.032558225095272064
SOLUTE_PARAM_B_GC,0.0277387872338295
SOLUTE_PARAM_L_GC,0.027019059285521507
SOLUTE_PARAM_V_GC,0.024034950882196426
SOLUTE_PARAM_E_ML,0.023015065118670464
SOLUTE_PARAM_S_ML,0.012346562929451466
SOLUTE_PARAM_B_ML,0.012070074677467346
RDKIT_MinAbsEStateIndex,0.011530847288668156
RDKIT_MinEStateIndex,0.011045749299228191
RDKIT_SPS,0.009366047568619251
RDKIT_MinPartialCharge,0.008868218399584293
RDKIT_MaxAbsPartialCharge,0.008410248905420303
RDKIT_FpDensityMorgan1,0.007504451088607311
RDKIT_FpDensityMorgan2,0.007301744539290667
RDKIT_FpDensityMorgan3,0.00594515772536397
RDKIT_BCUT2D_CHGHI,0.005581340752542019
RDKIT_BCUT2D_LOGPLOW,0.005412780214101076
RDKIT_BCUT2D_MRLOW,0.005296406801789999
RDKIT_BalabanJ,0.005292693618685007
RDKIT_Chi2n,0.004813861567527056
RDKIT_Chi3n,0.004711759742349386
RDKIT_HallKierAlpha,0.003817604389041662
RDKIT_Kappa3,0.003424747148528695
RDKIT_PEOE_VSA1,0.0033992063254117966
RDKIT_PEOE_VSA10,0.003359189722687006
RDKIT_PEOE_VSA12,0.003247111337259412
RDKIT_PEOE_VSA4,0.002845281735062599
RDKIT_SMR_VSA5,0.0027694322634488344
RDKIT_SlogP_VSA2,0.0025437353178858757
RDKIT_SlogP_VSA3,0.0024955577682703733
RDKIT_EState_VSA3,0.0024920685682445765
RDKIT_EState_VSA8,0.002467382699251175
RDKIT_VSA_EState3,0.002295505488291383
RDKIT_VSA_EState4,0.0021824694704264402
RDKIT_VSA_EState7,0.0021126221399754286
RDKIT_NumAliphaticHeterocycles,0.0020836731418967247
RDKIT_MolMR,0.00208292156457901
RDKIT_fr_bicyclic,0.0019538779743015766
RDKIT_fr_lactone,0.0018918326823040843
STERIC_backbone_length,0.0018132984405383468
STERIC_ratioSideChainContainingAtoms,0.0016995333135128021
STERIC_radiusGyration,0.0016687816241756082
STERIC_spherocity,0.0016246899031102657
Temp (C),0.0014606161275878549
