FEATURE NAME,IMPORTANCE
PGTHERMO_PEP_ (kcal/mol),0.14677271246910095
Tanimoto_Similarity,0.09331623464822769
DIPOLE_mmff94,0.07853681594133377
MIX_dGsolv298(kJ/mol),0.06329358369112015
MIX_logK,0.058105289936065674
SOLUTE_PARAM_E_GC,0.05595070868730545
SOLUTE_PARAM_B_GC,0.04835274815559387
SOLUTE_PARAM_L_GC,0.040520135313272476
SOLUTE_PARAM_V_GC,0.032506365329027176
SOLUTE_PARAM_B_ML,0.026876449584960938
SOLUTE_PARAM_V_ML,0.01571272872388363
RDKIT_MinAbsEStateIndex,0.015545898117125034
RDKIT_MinEStateIndex,0.014879931695759296
RDKIT_SPS,0.01460915058851242
RDKIT_ExactMolWt,0.014521266333758831
RDKIT_MinPartialCharge,0.012548062019050121
RDKIT_MaxAbsPartialCharge,0.012430191971361637
RDKIT_FpDensityMorgan1,0.011507599614560604
RDKIT_AvgIpc,0.010623998939990997
RDKIT_BalabanJ,0.010533764958381653
RDKIT_Kappa2,0.010429375804960728
RDKIT_Kappa3,0.009963295422494411
RDKIT_LabuteASA,0.006193592678755522
RDKIT_PEOE_VSA1,0.006136366166174412
RDKIT_PEOE_VSA4,0.006006272975355387
RDKIT_PEOE_VSA9,0.005478291772305965
RDKIT_SlogP_VSA2,0.005124222487211227
RDKIT_SlogP_VSA4,0.005114920437335968
RDKIT_EState_VSA2,0.004986513406038284
RDKIT_EState_VSA3,0.004795212764292955
RDKIT_EState_VSA4,0.0045295096933841705
RDKIT_EState_VSA9,0.004471683409065008
RDKIT_VSA_EState1,0.004449537023901939
RDKIT_VSA_EState4,0.0044287024065852165
RDKIT_NumAliphaticRings,0.004272006917744875
RDKIT_NumHDonors,0.004049923270940781
RDKIT_RingCount,0.003938204608857632
RDKIT_MolLogP,0.0039031871128827333
RDKIT_MolMR,0.0036892688367515802
RDKIT_fr_bicyclic,0.0034914605785161257
RDKIT_fr_lactone,0.0033488841727375984
STERIC_backbone_length,0.0033031352795660496
STERIC_ratioSideChainContainingAtoms,0.0032601053826510906
STERIC_wienerIndex,0.003226296976208687
STERIC_spherocity,0.003222731174901128
STERIC_numStereocenters,0.0031593050807714462
BASE_Monomer_State_g,0.0029503691475838423
BASE_polymerization_type_ionic,0.0029470077715814114
BASE_Polymer_State_g,0.0027453217189759016
BASE_Polymer_State_s,0.002687657019123435
