FEATURE NAME,IMPORTANCE
Tanimoto_Similarity,0.37483513355255127
MIX_dGsolv298(kJ/mol),0.07416844367980957
SOLUTE_PARAM_E_GC,0.062011994421482086
SOLUTE_PARAM_A_GC,0.0567341074347496
SOLUTE_PARAM_B_GC,0.046654608100652695
SOLUTE_PARAM_L_GC,0.039839718490839005
SOLUTE_PARAM_V_GC,0.03903507813811302
SOLUTE_PARAM_A_ML,0.017390931025147438
SOLUTE_PARAM_B_ML,0.016207603737711906
SOLUTE_PARAM_L_ML,0.015181869268417358
RDKIT_SPS,0.01356023270636797
RDKIT_MinPartialCharge,0.01250511035323143
RDKIT_MaxAbsPartialCharge,0.009866029024124146
RDKIT_FpDensityMorgan1,0.009742533788084984
RDKIT_FpDensityMorgan2,0.008676477707922459
RDKIT_BCUT2D_MWLOW,0.008527498692274094
RDKIT_BCUT2D_CHGHI,0.008327812887728214
RDKIT_BCUT2D_CHGLO,0.00751157570630312
RDKIT_BCUT2D_MRLOW,0.007368253543972969
RDKIT_AvgIpc,0.007255230098962784
RDKIT_BalabanJ,0.007220415864139795
RDKIT_Chi0n,0.006844849791377783
RDKIT_Chi1n,0.00622660294175148
RDKIT_Chi3n,0.0060965074226260185
RDKIT_Chi4v,0.006067133042961359
RDKIT_Kappa2,0.005628825630992651
RDKIT_Kappa3,0.005128518212586641
RDKIT_PEOE_VSA1,0.004678067285567522
RDKIT_PEOE_VSA10,0.004233431536704302
RDKIT_PEOE_VSA13,0.003820478217676282
RDKIT_PEOE_VSA4,0.0036608309019356966
RDKIT_PEOE_VSA9,0.003537397598847747
RDKIT_SMR_VSA5,0.0033418890088796616
RDKIT_SlogP_VSA10,0.003280762815847993
RDKIT_SlogP_VSA2,0.0032450922299176455
RDKIT_SlogP_VSA3,0.0027281895745545626
RDKIT_TPSA,0.0025780124124139547
RDKIT_EState_VSA2,0.0025758901610970497
RDKIT_EState_VSA3,0.002564008580520749
RDKIT_NumAliphaticRings,0.002533828839659691
RDKIT_RingCount,0.0024544766638427973
RDKIT_MolLogP,0.002372226445004344
RDKIT_fr_ether,0.0022196322679519653
STERIC_backbone_length,0.002114352770149708
STERIC_ratioSideChainContainingAtoms,0.00200164713896811
BASE_Monomer_State_g,0.0018313716864213347
BASE_Monomer_State_l,0.0017822484951466322
BASE_polymerization_type_vinyl,0.0017628851346671581
BASE_Polymer_State_g,0.0017589872004464269
BASE_Polymer_State_s,0.0017547354800626636
