FEATURE NAME,IMPORTANCE
SOLV_PARAM_e_g,0.19770519057109887
SOLV_PARAM_a_g,0.1366385906855962
SOLV_PARAM_visc at 298 K (cP),0.07090681362948537
Tanimoto_Similarity,0.0431661849196415
DIPOLE_gasteiger,0.05971452933332705
DIPOLE_mmff94,0.022220939322229058
DIPOLE_eem2015bm,0.023291994822439755
MIX_dSsolv298(kJ/mol/K),0.014850472886474085
SOLUTE_PARAM_B_ML,0.021450636306333974
RDKIT_SPS,0.020995995995273173
RDKIT_MinPartialCharge,0.014005867410523171
RDKIT_BalabanJ,0.009104197279194905
RDKIT_Chi2n,0.009745648238011086
RDKIT_Kappa2,0.011567521752135159
RDKIT_Kappa3,0.007928919534091548
RDKIT_VSA_EState7,0.007939180375492861
RDKIT_NumAliphaticRings,0.010496018958525134
RDKIT_NumSaturatedRings,0.009649419211446348
STERIC_backbone_length,0.010232499450428607
STERIC_ratioSideChainContainingAtoms,0.006199483646185401
STERIC_radiusGyration,0.004502784411375208
STERIC_spherocity,0.005448245814393653
SOLUTE_PARAM_B_GC,0.013801124110236485
RDKIT_qed,0.00647953883829718
RDKIT_Chi4v,0.006358639150527713
MIX_logP,0.005575431806526291
SOLUTE_PARAM_A_ML,0.004196417649383336
SOLV_PARAM_l_g,0.008096377428424286
SOLUTE_PARAM_S_ML,0.006346834553999553
RDKIT_Ipc,0.0025158159363452655
RDKIT_PEOE_VSA4,0.009085764915300259
SOLV_PARAM_b_g,0.006148009720347558
RDKIT_Chi3n,0.005269099267558076
RDKIT_RingCount,0.0050389899312984895
RDKIT_HallKierAlpha,0.0037593629218060937
SOLV_PARAM_dielectric constant,0.004166820155970451
MIX_logK,0.003890489476563589
RDKIT_Chi4n,0.004341656835695743
RDKIT_Chi1n,0.004123532065431599
MIX_dHsolv298(kJ/mol),0.002757258844073046
RDKIT_BCUT2D_LOGPHI,0.003444646565955369
RDKIT_VSA_EState1,0.0036640157634535786
MIX_dGsolv298(kJ/mol),0.0045907284568003056
RDKIT_Chi0n,0.003958042365330222
STERIC_wienerIndex,0.0038128514295193055
RDKIT_SlogP_VSA5,0.00429964994809373
RDKIT_AvgIpc,0.0028739660053564487
RDKIT_Chi1v,0.0022889544625352186
RDKIT_FractionCSP3,0.0033979101677642396
RDKIT_MinEStateIndex,0.00738236272479176
