FEATURE NAME,IMPORTANCE
DIPOLE_gasteiger,0.18720698356628418
DIPOLE_mmff94,0.04427342489361763
MIX_dGsolv298(kJ/mol),0.03260453790426254
MIX_dSsolv298(kJ/mol/K),0.029879571869969368
SOLUTE_PARAM_E_GC,0.029740480706095695
SOLUTE_PARAM_S_GC,0.026482371613383293
SOLUTE_PARAM_B_GC,0.020292753353714943
SOLUTE_PARAM_A_ML,0.020185796543955803
SOLUTE_PARAM_B_ML,0.019700948148965836
SOLUTE_PARAM_L_ML,0.01879575289785862
RDKIT_MinAbsEStateIndex,0.018101021647453308
RDKIT_qed,0.01749255135655403
RDKIT_SPS,0.016893461346626282
RDKIT_MolWt,0.016239501535892487
RDKIT_MinPartialCharge,0.01564529724419117
RDKIT_MaxAbsPartialCharge,0.015375515446066856
RDKIT_FpDensityMorgan1,0.014450900256633759
RDKIT_FpDensityMorgan2,0.011996055021882057
RDKIT_BCUT2D_MWLOW,0.011681920848786831
RDKIT_BCUT2D_LOGPHI,0.011346258223056793
RDKIT_BCUT2D_LOGPLOW,0.010834749788045883
RDKIT_BalabanJ,0.010776642709970474
RDKIT_BertzCT,0.010240468196570873
RDKIT_Chi0,0.010136992670595646
RDKIT_Chi0v,0.009884064085781574
RDKIT_Chi1,0.009698200970888138
RDKIT_Kappa1,0.009308122098445892
RDKIT_Kappa2,0.00929906964302063
RDKIT_Kappa3,0.009174291044473648
RDKIT_PEOE_VSA1,0.008948170579969883
RDKIT_PEOE_VSA10,0.008941004052758217
RDKIT_PEOE_VSA2,0.008640597574412823
RDKIT_PEOE_VSA8,0.008372055366635323
RDKIT_PEOE_VSA9,0.008281286805868149
RDKIT_SMR_VSA4,0.00820931140333414
RDKIT_EState_VSA2,0.008091287687420845
RDKIT_EState_VSA3,0.00805653352290392
RDKIT_EState_VSA5,0.007919535040855408
RDKIT_EState_VSA9,0.007819642312824726
RDKIT_VSA_EState5,0.007805695291608572
RDKIT_VSA_EState7,0.007529611699283123
RDKIT_VSA_EState8,0.0074897087179124355
RDKIT_FractionCSP3,0.00741230184212327
RDKIT_NumRotatableBonds,0.007139400113373995
RDKIT_MolMR,0.007110035512596369
STERIC_backbone_length,0.007053951267153025
STERIC_ratioSideChainContainingAtoms,0.006881019566208124
STERIC_radiusGyration,0.006812070030719042
STERIC_numStereocenters,0.006700839381664991
BASE_polymerization_type_vinyl,0.006693875417113304
