FEATURE NAME,IMPORTANCE
Tanimoto_Similarity,0.23667520310199563
RDKIT_MinPartialCharge,0.07212373477974433
STERIC_backbone_length,0.039424218173528036
STERIC_ratioSideChainContainingAtoms,0.04374042120685201
BASE_Monomer_State_g,0.09964457430236173
BASE_Polymer_State_g,0.06733225896247323
RDKIT_Kappa3,0.006810439893084379
DIPOLE_gasteiger,0.0027909954558747573
SOLUTE_PARAM_B_ML,0.045933108440262924
RDKIT_SPS,0.0007853913443892133
DIPOLE_mmff94,0.007242130146179379
BASE_Polymer_State_s,0.03195021095273375
STERIC_spherocity,0.048977462840788404
RDKIT_MaxAbsPartialCharge,0.005467915491233355
RDKIT_PEOE_VSA4,0.01263127730139983
MIX_logK,0.01717947782646777
RDKIT_BalabanJ,0.0015288619507620115
RDKIT_BCUT2D_MRLOW,0.0038816750361513126
MIX_dGsolv298(kJ/mol),0.0023102602506398714
MIX_logP,0.0049824146718825905
RDKIT_Kappa2,0.001963902607404113
SOLUTE_PARAM_B_GC,0.004405159765832362
SOLUTE_PARAM_E_GC,0.005318975691656153
RDKIT_MinAbsEStateIndex,0.002606931094827754
RDKIT_VSA_EState7,0.0026339487790231074
SOLUTE_PARAM_A_ML,0.007071864611563942
DIPOLE_eem2015bm,0.0034332573594020675
MIX_dHsolv298(kJ/mol),0.0007982729736203091
RDKIT_VSA_EState8,0.005990719904941956
RDKIT_NumAliphaticRings,0.005665547073022642
RDKIT_BCUT2D_CHGHI,0.0009589698668707667
MIX_dSsolv298(kJ/mol/K),0.001947416153301114
RDKIT_FpDensityMorgan1,0.0027664523955064696
RDKIT_MinEStateIndex,0.00852580698765264
RDKIT_FpDensityMorgan2,0.0022145787388163822
RDKIT_BCUT2D_MWHI,0.004186758179644185
SOLUTE_PARAM_E_ML,0.002416575062525248
RDKIT_AvgIpc,0.0335094152310715
RDKIT_PEOE_VSA1,0.0021879621623734184
RDKIT_EState_VSA3,0.0017661732409709517
RDKIT_BCUT2D_MWLOW,0.0022334132764130414
RDKIT_MolLogP,0.002518002144903656
RDKIT_EState_VSA8,0.00016431674494987473
SOLUTE_PARAM_S_ML,0.0021441759429884615
RDKIT_BCUT2D_LOGPHI,0.0011033302465783127
RDKIT_BCUT2D_LOGPLOW,0.006452235581274711
STERIC_radiusGyration,0.0004847448620715138
RDKIT_VSA_EState1,0.0016139270994532282
RDKIT_fr_lactone,0.0008006152916856544
RDKIT_BCUT2D_CHGLO,0.003355290059338509
